timestamp,author_channel_id,display_name,message_text,message_sentiment,message_summary,message_type,super_chat_amount,video_offset_sec
2026-04-26T17:05:26.036Z,UC4eOa5X6MNLsAq2ovIDVo7Q,@michaeljayplanas,ad soraka paduck lezgo,neutral,ad soraka paduck,textMessageEvent,,11955.11
2026-04-26T17:05:28.969Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,pros just like to pick things that feel like more agency pre 10 minutes,neutral,pros just like,textMessageEvent,,11958.121
2026-04-26T17:05:33.297Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,Zilean’s pretty much just a utility than an enchanter,neutral,zilean s pretty,textMessageEvent,,11962.346
2026-04-26T17:05:38.528Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,"thats probably true, hes quite weak pre 6",neutral,thats probably true,textMessageEvent,,11967.435
2026-04-26T17:05:41.369Z,UCkXIvhAsKuw1U-KQUcE7NHQ,@kaylabernard7885,"cc, lots of heals, his brushes gives extra Ap and hit",neutral,cc lots of,textMessageEvent,,11970.276
2026-04-26T17:05:45.033Z,UCU4HtUcVV3pHbt9ejByJRNg,@vicious-nu,chat what's the reason for pause? im late,questioning,question,textMessageEvent,,11974.061
2026-04-26T17:05:53.381Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,Pause?,questioning,question,textMessageEvent,,11982.527
2026-04-26T17:05:58.347Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,but like in comparison to karma i dont think hes that much worse haha,positive/humor,laughing reaction,textMessageEvent,,11987.405
2026-04-26T17:06:09.885Z,UC4eOa5X6MNLsAq2ovIDVo7Q,@michaeljayplanas,your internet paused,neutral,your internet paused,textMessageEvent,,11999.013
2026-04-26T17:06:12.208Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,i feel like he can do a lot more than karma in many scenarios/comps,neutral,i feel like,textMessageEvent,,12001.319
2026-04-26T17:06:13.330Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,lmfao karma is so much better than zil,neutral,lmfao karma is,textMessageEvent,,12002.478
2026-04-26T17:06:14.784Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,in pro,neutral,in pro,textMessageEvent,,12003.929
2026-04-26T17:06:24.519Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,karma can autowin lanes levels 1-3,neutral,karma can autowin,textMessageEvent,,12013.607
2026-04-26T17:06:28.590Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,Morgana supp might be interesting to see,neutral,morgana supp might,textMessageEvent,,12017.637
2026-04-26T17:06:37.004Z,UCngtuhraL44c2TbpoCj0Awg,@RumpledRankor,Zilean is deceptively difficult to pilot for some reason.,neutral,zilean is deceptively,textMessageEvent,,12025.892
2026-04-26T17:06:39.660Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,you can remove the enemy adc from the game entirely for 10 minutes,neutral,you can remove,textMessageEvent,,12028.553
2026-04-26T17:06:43.007Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,But gotta wait till 3,neutral,but gotta wait,textMessageEvent,,12032.044
2026-04-26T17:06:48.152Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,keria just played morgana recently,neutral,keria just played,textMessageEvent,,12037.301
2026-04-26T17:06:50.370Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,i want se miss fortune adc,neutral,i want se,textMessageEvent,,12039.437
2026-04-26T17:06:54.329Z,UCZC1b1s4EvtmPqxeZC_Ovfg,@kennethanthonyroquid,I heard yuumi came back to meta ,neutral,i heard yuumi,textMessageEvent,,12043.415
2026-04-26T17:06:57.420Z,UCngtuhraL44c2TbpoCj0Awg,@RumpledRankor,You don't really see Zilean that much anymore post Bjergsen retirement.,neutral,you don't really,textMessageEvent,,12046.466
2026-04-26T17:06:59.528Z,UCkXIvhAsKuw1U-KQUcE7NHQ,@kaylabernard7885,miss fortune adc isn't that rare,neutral,miss fortune adc,textMessageEvent,,12048.547
2026-04-26T17:07:02.053Z,UCpHZpO7EtTJiFFVWNntgXpQ,@ademzdralic6580,zilean is difficult if u r plat or less,neutral,zilean is difficult,textMessageEvent,,12051.097
2026-04-26T17:07:04.311Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,MF not meta,neutral,mf not meta,textMessageEvent,,12053.351
2026-04-26T17:07:29.852Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,THE PENTA CALL,high-energy,all caps reaction,textMessageEvent,,12078.915
2026-04-26T17:07:36.403Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,Hello????,questioning,question,textMessageEvent,,12085.465
2026-04-26T17:07:37.175Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,ngl i think zilean is hella underrated but u need the team synergy on your plays,neutral,ngl i think,textMessageEvent,,12086.239
2026-04-26T17:07:41.590Z,UCw7fcMtgiR1122ocyTuIkcg,@Fyozzz,bro calls penta after killing 1 guy xd,neutral,bro calls penta,textMessageEvent,,12090.696
2026-04-26T17:07:41.618Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,"karma is good because she does bonkers base damage in lane and becomes an aoe shield machine out of lane, it's a very broadly oppressive set of tools",neutral,karma is good,textMessageEvent,,12090.712
2026-04-26T17:07:45.141Z,UCpHZpO7EtTJiFFVWNntgXpQ,@ademzdralic6580,insta report for stealing penta,neutral,insta report for,textMessageEvent,,12094.239
2026-04-26T17:07:47.515Z,UCgec6u6_HQpfSLaH0jqG7Fw,@trhieuuu06,bros too greedy lol,positive/humor,laughing reaction,textMessageEvent,,12096.627
2026-04-26T17:07:50.787Z,UCV7gCMYuRQR4RLRmyX7n7Wg,@Cybergig00,@kishiiiiiiiii do u know which game Keria played with her ?? the most recent Morgana game I've seen is with Knight,questioning,question,textMessageEvent,,12099.905
2026-04-26T17:07:58.794Z,UCWsCAHwmoRaXGXPboLcVpyQ,@CodyWhatever,shifters might not have a series win but they are fun to watch,neutral,shifters might not,textMessageEvent,,12107.894
2026-04-26T17:07:59.089Z,UC-hEjQf6jVp3iQMqOMF32TA,@nobadiesaw,why penta call when you don't even got triple,neutral,why penta call,textMessageEvent,,12108.23
2026-04-26T17:08:07.225Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,yesterday,neutral,yesterday,textMessageEvent,,12116.318
2026-04-26T17:08:11.580Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,He saw an angle,neutral,he saw an,textMessageEvent,,12120.616
2026-04-26T17:08:12.564Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"Racism, sexism, or discrimination of any kind will result in receiving a penalty. No political or religious topics. No advertisement, gambling or promotion of illegal acts. Please be kind to everyone.",neutral,racism sexism or,textMessageEvent,,12121.642
2026-04-26T17:08:14.833Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,@M_Seaghoull the main issue with zilean especially right now is that he will not survive lane in pro,neutral,m seaghoull the,textMessageEvent,,12123.9
2026-04-26T17:08:18.900Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,vs bro,neutral,vs bro,textMessageEvent,,12127.877
2026-04-26T17:08:24.854Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,every lane is picking bullies,neutral,every lane is,textMessageEvent,,12133.898
2026-04-26T17:08:28.186Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,i have 25 pentakills with miss fortune,neutral,i have 25,textMessageEvent,,12137.271
2026-04-26T17:08:30.420Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,he cant compete,neutral,he cant compete,textMessageEvent,,12139.532
2026-04-26T17:08:32.234Z,UCWsCAHwmoRaXGXPboLcVpyQ,@CodyWhatever,shifters vs bro would be a banger,neutral,shifters vs bro,textMessageEvent,,12141.278
2026-04-26T17:08:34.882Z,UCpHZpO7EtTJiFFVWNntgXpQ,@ademzdralic6580,@gggremlin u pro?,questioning,question,textMessageEvent,,12143.93
2026-04-26T17:08:42.345Z,UCdg39PsZHJRbWKaKAN_qg-Q,@thanhthaile652,wtf penta???? ,questioning,question,textMessageEvent,,12151.438
2026-04-26T17:08:42.985Z,UCyEZmYchQSRLX4AAgTtve9w,@theatter1837,"because unlike u guys, pros can see a penta angle",neutral,because unlike u,textMessageEvent,,12152.077
2026-04-26T17:08:47.660Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,@ademzdralic6580 no lol,positive/humor,laughing reaction,textMessageEvent,,12156.773
2026-04-26T17:08:48.441Z,UCRNoR89ydnEjI3DtTLUezwQ,@pepajust4099,@CodyWhatever wouldnt even be close it would be an email,neutral,codywhatever wouldnt even,textMessageEvent,,12157.525
2026-04-26T17:08:50.172Z,UCzPHnP0ROLI4DaqFyKMKZkQ,@zalbich,phenta 7x,neutral,phenta 7x,textMessageEvent,,12159.294
2026-04-26T17:08:50.597Z,UCK6iMxyZeZGL2FRtsqLv-OA,@bubbleffs,aaaaahhhh I'm expressing,neutral,aaaaahhhh i'm expressing,textMessageEvent,,12159.681
2026-04-26T17:08:55.853Z,UCngtuhraL44c2TbpoCj0Awg,@RumpledRankor,Mr Secret lab,neutral,mr secret lab,textMessageEvent,,12164.971
2026-04-26T17:09:01.246Z,UC2bmjnzyCSYfk9xZCGiZVhA,@ericna7440,who won game 2?,questioning,question,textMessageEvent,,12170.345
2026-04-26T17:09:04.243Z,UCLoMyA4oftgILlme7xLPcMQ,@lesterbaldonado816,who team gonna win. pls replym?,questioning,question,textMessageEvent,,12173.359
2026-04-26T17:09:05.803Z,UC2bmjnzyCSYfk9xZCGiZVhA,@ericna7440,ah nevermind,neutral,ah nevermind,textMessageEvent,,12174.883
2026-04-26T17:09:06.644Z,UCpHZpO7EtTJiFFVWNntgXpQ,@ademzdralic6580,@gggremlin so why do u think u know how would it go? :D,questioning,question,textMessageEvent,,12175.74
2026-04-26T17:09:07.499Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,SHFT,high-energy,all caps reaction,textMessageEvent,,12176.595
2026-04-26T17:09:10.345Z,UCWsCAHwmoRaXGXPboLcVpyQ,@CodyWhatever,@pepajust4099 you never know,neutral,pepajust4099 you never,textMessageEvent,,12179.44
2026-04-26T17:09:19.288Z,UC4wiJrL7hImw5iPCjCJe-pg,@simplicityscale,shifters won game 2,neutral,shifters won game,textMessageEvent,,12188.385
2026-04-26T17:09:19.640Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,SHFT won game 2 by a landslide,neutral,shft won game,textMessageEvent,,12188.739
2026-04-26T17:09:21.719Z,UCCTryo7x5Zm4hcNL8lN-Naw,@fgjkkbffte9s,what is this music,neutral,what is this,textMessageEvent,,12190.792
2026-04-26T17:09:24.289Z,UC0DlCzWFPtWLv8eKXTuazfQ,@whyitskeithd00d,shft loses these,neutral,shft loses these,textMessageEvent,,12193.446
2026-04-26T17:09:26.087Z,UCgec6u6_HQpfSLaH0jqG7Fw,@trhieuuu06,@ericna7440 shft,neutral,ericna7440 shft,textMessageEvent,,12195.221
2026-04-26T17:09:34.698Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,pls pick miss fortune Shift team,neutral,pls pick miss,textMessageEvent,,12203.73
2026-04-26T17:09:40.323Z,UCCTryo7x5Zm4hcNL8lN-Naw,@fgjkkbffte9s,lec has an interesting music taste,neutral,lec has an,textMessageEvent,,12209.368
2026-04-26T17:09:45.067Z,UCgec6u6_HQpfSLaH0jqG7Fw,@trhieuuu06,pls go some viego,neutral,pls go some,textMessageEvent,,12214.188
2026-04-26T17:09:47.195Z,UCngtuhraL44c2TbpoCj0Awg,@RumpledRankor,Does shifters still have anything to play for after their first loss? They're out of play offs contention now right?,questioning,question,textMessageEvent,,12216.263
2026-04-26T17:09:50.526Z,UC6aNzO74HahSWMMHqo7rZ4A,@tealover7058,The music is good wtf?,questioning,question,textMessageEvent,,12219.632
2026-04-26T17:09:51.603Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,@cybergig00 t1 vs bro yesterday (i'm sorry idk if i can tag on mobile),neutral,cybergig00 t1 vs,textMessageEvent,,12220.775
2026-04-26T17:09:57.047Z,UCRNoR89ydnEjI3DtTLUezwQ,@pepajust4099,this is from last years spring season,neutral,this is from,textMessageEvent,,12226.108
2026-04-26T17:09:57.834Z,UCXqOfa7BCzWjaVxYBUuGlMQ,@therosecats5298,Spirit Blossom theme after Shen win oh Ionia is so fing back,neutral,spirit blossom theme,textMessageEvent,,12226.931
2026-04-26T17:10:04.904Z,UCwgJ3W4or9NH6w31ChHQuIw,@brydiginte6552,whats the name of the song?,questioning,question,textMessageEvent,,12233.974
2026-04-26T17:10:15.811Z,UC0DlCzWFPtWLv8eKXTuazfQ,@whyitskeithd00d,darude - sandstorm,neutral,darude sandstorm,textMessageEvent,,12244.909
2026-04-26T17:10:16.570Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,@ademzdralic6580 because zilean is not a lane bully man idk why i need to ego beef with you on this,neutral,ademzdralic6580 because zilean,textMessageEvent,,12245.668
2026-04-26T17:10:23.894Z,UCw7fcMtgiR1122ocyTuIkcg,@Fyozzz,"song name is here, tomorrow",neutral,song name is,textMessageEvent,,12252.947
2026-04-26T17:10:27.231Z,UC4eOa5X6MNLsAq2ovIDVo7Q,@michaeljayplanas,gangsters paradise,neutral,gangsters paradise,textMessageEvent,,12256.316
2026-04-26T17:10:29.228Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,he can absolutely outscale with utility if unpunished,neutral,he can absolutely,textMessageEvent,,12258.313
2026-04-26T17:10:35.984Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,but do you think he survives paduck lucian,neutral,but do you,textMessageEvent,,12265.094
2026-04-26T17:10:37.111Z,UC6OKT9rrkNpYU7P79DCHHRw,@ESC2016,Song name ?,questioning,question,textMessageEvent,,12266.144
2026-04-26T17:10:41.213Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,be serious ,neutral,be serious,textMessageEvent,,12270.3
2026-04-26T17:10:43.789Z,UCVr4iasvFuoMwBslDfgidtg,@SAINTPABLO94,shft irelia again pls,neutral,shft irelia again,textMessageEvent,,12272.868
2026-04-26T17:10:44.839Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,"I’m thinking Kai’Sa will be picked next game. If not, Xayah",neutral,i m thinking,textMessageEvent,,12273.916
2026-04-26T17:10:49.033Z,UCXqOfa7BCzWjaVxYBUuGlMQ,@therosecats5298,Aka this years Spirit Blossom theme the music video is fire,neutral,aka this years,textMessageEvent,,12278.148
2026-04-26T17:10:51.466Z,UC8yPRwk9JZQlCykJSgfeFww,@haldern501,"song is Here, Tomorrow",neutral,song is here,textMessageEvent,,12280.544
2026-04-26T17:10:54.572Z,UC0DlCzWFPtWLv8eKXTuazfQ,@whyitskeithd00d,song name is sandstorm by darude,neutral,song name is,textMessageEvent,,12283.512
2026-04-26T17:10:55.784Z,UCLoMyA4oftgILlme7xLPcMQ,@lesterbaldonado816,plsss Navi win plss.,neutral,plsss navi win,textMessageEvent,,12284.699
2026-04-26T17:11:09.360Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,thing is like zilean w a caitlyn for instance i think it could well she could abuse her range really hard and u would never kill her for instance,neutral,thing is like,textMessageEvent,,12298.423
2026-04-26T17:11:09.821Z,UCLoMyA4oftgILlme7xLPcMQ,@lesterbaldonado816,if shift win I will lose my entire house and Bankrupt,neutral,if shift win,textMessageEvent,,12298.923
2026-04-26T17:11:12.542Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,nea next game Shift team pick varus,neutral,nea next game,textMessageEvent,,12301.62
2026-04-26T17:11:17.190Z,UChGVTRghJud9cnAqDjlBxHQ,@MatthewWolman,it's the spirit blossom sound track,neutral,it's the spirit,textMessageEvent,,12306.357
2026-04-26T17:11:23.343Z,UCZqZwapDwFOSTX8uW8FPA_A,@franckielouann4651,Good luck! ,neutral,good luck,textMessageEvent,,12312.464
2026-04-26T17:11:26.208Z,UC6OKT9rrkNpYU7P79DCHHRw,@ESC2016,"song is 'Here, tomorrow"", can confirm, thanks,",neutral,song is 'here,textMessageEvent,,12315.29
2026-04-26T17:11:30.649Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,and set up ganks very easily,neutral,and set up,textMessageEvent,,12319.685
2026-04-26T17:11:31.061Z,UCFv0Gec1X9_y5WiXHFCb3ww,@liborplacek,spirit blossom was the best season oh the map visuals 10/10,neutral,spirit blossom was,textMessageEvent,,12320.097
2026-04-26T17:11:33.895Z,UC16xdK6EAa_h4nmXSqoTQJQ,@블랙니가토,Navi let s gooo,neutral,navi let s,textMessageEvent,,12323.02
2026-04-26T17:11:40.239Z,UCLoMyA4oftgILlme7xLPcMQ,@lesterbaldonado816,why shift gonna win?,questioning,question,textMessageEvent,,12329.332
2026-04-26T17:11:42.369Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,we need more niche picks,neutral,we need more,textMessageEvent,,12331.495
2026-04-26T17:11:50.249Z,UC0DlCzWFPtWLv8eKXTuazfQ,@whyitskeithd00d,song is darude - sandstorm can confirm thanks,neutral,song is darude,textMessageEvent,,12339.303
2026-04-26T17:12:00.630Z,UCXqOfa7BCzWjaVxYBUuGlMQ,@therosecats5298,@liborplacek Indeed brother ,neutral,liborplacek indeed brother,textMessageEvent,,12349.67
2026-04-26T17:12:03.214Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,NAVI can play Cait Lux bot tbh,neutral,navi can play,textMessageEvent,,12352.305
2026-04-26T17:12:04.205Z,UCLoMyA4oftgILlme7xLPcMQ,@lesterbaldonado816,I overhink a lot this is 1;11 am in the Philippines,neutral,i overhink a,textMessageEvent,,12353.328
2026-04-26T17:12:15.852Z,UCw7fcMtgiR1122ocyTuIkcg,@Fyozzz,time for elise support,neutral,time for elise,textMessageEvent,,12364.889
2026-04-26T17:12:22.520Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,"@M_Seaghoull okay heres the problem with that idea - cait (with a strong early support) is oppressive, and can secure early drakes, but falls off mid game without a lead and needs to hit 3 items ",neutral,m seaghoull okay,textMessageEvent,,12371.603
2026-04-26T17:12:30.427Z,UCWC9OQlZ2G8QSflXamtRQJA,@parad0x_223,!games,neutral,games,textMessageEvent,,12379.555
2026-04-26T17:12:32.308Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,if you say her job early is to get zilean through lane,neutral,if you say,textMessageEvent,,12381.389
2026-04-26T17:12:32.744Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,SHFT 0 - 1 NAVI || GAME 1 (NAVI WINS) || KC 0 - 0 FNC || Bo3,neutral,shft 0 1,textMessageEvent,,12381.836
2026-04-26T17:12:35.512Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,sure she can do that,neutral,sure she can,textMessageEvent,,12384.604
2026-04-26T17:12:40.881Z,UC_i2PO5IBGxr46ME7YitSxQ,@rogelindo,right?,questioning,question,textMessageEvent,,12389.936
2026-04-26T17:12:41.609Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,but she woint have amidgame lead,neutral,but she woint,textMessageEvent,,12390.675
2026-04-26T17:12:48.787Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,which means her team is weak for 3 drakes straight,neutral,which means her,textMessageEvent,,12397.886
2026-04-26T17:13:01.515Z,UCQ3tEr9UKfvotxCRM0wK6ag,@TheChristmasWarrior,!casters,neutral,casters,textMessageEvent,,12410.598
2026-04-26T17:13:04.779Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,it would be a lot about team fights later on and w cait u could easily stack lethal tempo in mid game,neutral,it would be,textMessageEvent,,12413.859
2026-04-26T17:13:05.719Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,Medic is your host for today! Dagda and Finn are on the analyst desk. Laure is your interviewer. Your casters will be Hysterics and Vedius.,neutral,medic is your,textMessageEvent,,12414.878
2026-04-26T17:13:09.317Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,varus is coming,neutral,varus is coming,textMessageEvent,,12418.399
2026-04-26T17:13:24.661Z,UC8-VSj9qGXbg4XeiPptn47g,@rileylindall2147, trymbi said nothing lol,positive/humor,laughing reaction,textMessageEvent,,12433.732
2026-04-26T17:13:27.815Z,UC16xdK6EAa_h4nmXSqoTQJQ,@블랙니가토,set 3 navi let s go,neutral,set 3 navi,textMessageEvent,,12436.897
2026-04-26T17:13:46.445Z,UCaUrKWNHTVbzVb1VqVBTYRg,@businesstime15,no Lee please jeesus,neutral,no lee please,textMessageEvent,,12455.556
2026-04-26T17:14:02.243Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,zac,neutral,zac,textMessageEvent,,12471.219
2026-04-26T17:14:02.682Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,i think youd just need a bruisery jungle with peel,neutral,i think youd,textMessageEvent,,12471.591
2026-04-26T17:14:09.957Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,3 drakes down is just a major disadvantage that no pro wants to set themselves up for in draft,neutral,3 drakes down,textMessageEvent,,12479.027
2026-04-26T17:14:24.937Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,"pick yasuo , wukong and miss fortune god combo for team fight",neutral,pick yasuo wukong,textMessageEvent,,12494.022
2026-04-26T17:14:29.281Z,UCRNoR89ydnEjI3DtTLUezwQ,@pepajust4099,put boukada on something that doesnt require hands and shft is good,neutral,put boukada on,textMessageEvent,,12498.348
2026-04-26T17:14:39.242Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,lmao its true,positive/humor,laughing reaction,textMessageEvent,,12508.37
2026-04-26T17:14:41.766Z,UCaUrKWNHTVbzVb1VqVBTYRg,@businesstime15,I just want paduck on a carry,neutral,i just want,textMessageEvent,,12510.873
2026-04-26T17:14:42.431Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,and caitlyn 2 items is not stacking LT vs ashe or lucian or an mf dive comp etc yk,neutral,and caitlyn 2,textMessageEvent,,12511.565
2026-04-26T17:14:44.067Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,no yulu,neutral,no yulu,textMessageEvent,,12513.251
2026-04-26T17:14:44.574Z,UCw7fcMtgiR1122ocyTuIkcg,@Fyozzz,put boukada on bench,neutral,put boukada on,textMessageEvent,,12513.678
2026-04-26T17:14:51.324Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,it's very conditional,neutral,it's very conditional,textMessageEvent,,12520.427
2026-04-26T17:14:56.896Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,drfat is about probability basically,neutral,drfat is about,textMessageEvent,,12525.964
2026-04-26T17:15:00.647Z,UCRNoR89ydnEjI3DtTLUezwQ,@pepajust4099,bench would be ideal,neutral,bench would be,textMessageEvent,,12529.682
2026-04-26T17:15:06.202Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,"not ""is there a win con""",neutral,not is there,textMessageEvent,,12535.28
2026-04-26T17:15:08.645Z,UCaUrKWNHTVbzVb1VqVBTYRg,@businesstime15,"I dont watch these teams but he is pretty much the best in the west from what ive seen, paduck",neutral,i dont watch,textMessageEvent,,12537.79
2026-04-26T17:15:09.708Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"We understand you want to cheer in your native language, however to make chat understandable for everyone, please, keep it in English. All non-English messages will be deleted. Thank you!",neutral,we understand you,textMessageEvent,,12538.867
2026-04-26T17:15:09.871Z,UC2TViDabpTmxwYCNbOntgqw,@LydiaNewts,@bryansimon8529 naut ban..,neutral,bryansimon8529 naut ban,textMessageEvent,,12538.97
2026-04-26T17:15:19.770Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,pick miss fortune,neutral,pick miss fortune,textMessageEvent,,12548.871
2026-04-26T17:15:22.386Z,UC7E-ZyApaU6L8HCXadLB03g,@shaakho,Oh game 3,neutral,oh game 3,textMessageEvent,,12551.522
2026-04-26T17:15:28.103Z,UCkpRQI8QeqjlxUxLGK-06wg,@haalamn877,Pick lucian again,neutral,pick lucian again,textMessageEvent,,12557.275
2026-04-26T17:15:34.106Z,UC7E-ZyApaU6L8HCXadLB03g,@shaakho,Don’t play Jhin,neutral,don t play,textMessageEvent,,12563.251
2026-04-26T17:15:35.801Z,UCWC9OQlZ2G8QSflXamtRQJA,@parad0x_223,game 3 lets goo,neutral,game 3 lets,textMessageEvent,,12564.905
2026-04-26T17:15:37.049Z,UCXqOfa7BCzWjaVxYBUuGlMQ,@therosecats5298,For Lee Sin you either get Oner Lee Sin or eXyu Lee Sin,neutral,for lee sin,textMessageEvent,,12566.055
2026-04-26T17:15:40.354Z,UCU08Ue9y9lVigeTECEQ-xEw,@iBenddo,GIVE POBY AZIR,high-energy,all caps reaction,textMessageEvent,,12569.362
2026-04-26T17:15:43.700Z,UC2TViDabpTmxwYCNbOntgqw,@LydiaNewts,@haalamn877 not possible,neutral,haalamn877 not possible,textMessageEvent,,12572.785
2026-04-26T17:15:49.005Z,UCJV4Yd1sR5midaNXcKvBYEg,@V1C0vv,Rhilech AATROX,neutral,rhilech aatrox,textMessageEvent,,12578.084
2026-04-26T17:15:50.191Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,theyre picking jhin btw,neutral,theyre picking jhin,textMessageEvent,,12579.305
2026-04-26T17:15:50.386Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,go cait lux,neutral,go cait lux,textMessageEvent,,12579.544
2026-04-26T17:15:50.956Z,UC6VUW6hgzEdLFAvfQDWviOg,@M_Seaghoull,yeah the team picking jhin loses lmao,positive/humor,laughing reaction,textMessageEvent,,12580.037
2026-04-26T17:15:51.250Z,UCU08Ue9y9lVigeTECEQ-xEw,@iBenddo,gg,positive,praise,textMessageEvent,,12580.33
2026-04-26T17:15:52.162Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,samd jhin,neutral,samd jhin,textMessageEvent,,12581.285
2026-04-26T17:15:55.181Z,UCXNOk7C9ySXAeAwLQMyumQA,@gggremlin,mark my words,neutral,mark my words,textMessageEvent,,12584.266
2026-04-26T17:16:05.141Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"Racism, sexism, or discrimination of any kind will result in receiving a penalty. No political or religious topics. No advertisement, gambling or promotion of illegal acts. Please be kind to everyone.",neutral,racism sexism or,textMessageEvent,,12594.205
2026-04-26T17:16:09.092Z,UCcrFYz192jpgQYLV64AGkQw,@swigidy_swoop8258,please dont do this,neutral,please dont do,textMessageEvent,,12598.058
2026-04-26T17:16:15.398Z,UCadRi9TSBUBSkMmqdzZ8QGg,@jdgyagao7723,Shft win ,neutral,shft win,textMessageEvent,,12604.521
2026-04-26T17:16:21.932Z,UCSjppbG42UVcJbI-O5SCxBw,@kishiiiiiiiiiii,lux,neutral,lux,textMessageEvent,,12611.075
2026-04-26T17:16:24.684Z,UCvDR00Gs0mKpHC4-7OsGdGA,@reffect9783,pick miss fortune,neutral,pick miss fortune,textMessageEvent,,12613.744
2026-04-26T17:16:26.450Z,UCXqOfa7BCzWjaVxYBUuGlMQ,@therosecats5298,YT chat you're a genius somehow our whacky predictions are happening,neutral,yt chat you're,textMessageEvent,,12615.53
2026-04-26T17:16:26.761Z,UCO5peoqzAJHEfKVheYbN0vA,@phantuan5252,navi lose,neutral,navi lose,textMessageEvent,,12615.886
