timestamp,author_channel_id,display_name,message_text,message_sentiment,message_summary,message_type,super_chat_amount,video_offset_sec
2026-05-04T19:57:05.885Z,UCGJQCxHup6pOVZb8WA1MGXA,@jorgeantonioquispecueva8257,omg,neutral,omg,textMessageEvent,,22279.906
2026-05-04T19:57:06.605Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,?????,questioning/confusion,question mark,textMessageEvent,,22280.626
2026-05-04T19:57:07.152Z,UCUMXO-8y12HAfmJJgOeOgXQ,@patak63gaming,Frauds Supa Alvaro and MRWYN,neutral,frauds supa alvaro,textMessageEvent,,22281.023
2026-05-04T19:57:10.460Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Varus Ult LMAOO,positive/humor,laughing reaction,textMessageEvent,,22284.363
2026-05-04T19:57:19.072Z,UCXqOfa7BCzWjaVxYBUuGlMQ,@therosecats5298,"Because one guy decided to bring Varus top back and worked cuz it was niche and surprising but now its fallen into the ""lets spam use this champ now even if it doesn't work draft wise""",neutral,because one guy,textMessageEvent,,22293.147
2026-05-04T19:57:25.659Z,UCGCJqM3eVz7GAYf22QufLYw,@vitordasilva8240,GAP,neutral,gap,textMessageEvent,,22299.594
2026-05-04T19:57:26.623Z,UCHoM9qKFw2XvR9YVQTjNOpw,@gogogoooooooo,those zeri items just look so weird lol,positive/humor,laughing reaction,textMessageEvent,,22300.622
2026-05-04T19:57:30.445Z,UCIzYPOgB0EokettWGuJJZVg,@OliverPoulsen-y8f,Holyyy,neutral,holyyy,textMessageEvent,,22304.478
2026-05-04T19:57:31.253Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Fanatic is backstage giggling and kicking their feet watching this match,neutral,fanatic is backstage,textMessageEvent,,22305.28
2026-05-04T19:57:33.786Z,UCsdX3Xo7tP54Yjfx21LUTmA,@hugojapa3343,nice first pick mkoi,positive,praise,textMessageEvent,,22307.569
2026-05-04T19:57:35.563Z,UCoj9bARHtPLmFY6loWZwwwQ,@Runaway1907,It's unbelievable that he got humiliated by someone as awful as Paduck,neutral,it's unbelievable that,textMessageEvent,,22309.347
2026-05-04T19:57:46.217Z,UCgY8TYmxocZix8DPN-DeJxQ,@drawing200100,"sheo goat of france or what, made bottom toer team strong",neutral,sheo goat of,textMessageEvent,,22320.05
2026-05-04T19:57:47.297Z,UCcLtMZAr7c-35dklb0cAvpA,@seyadeodin,paluck,neutral,paluck,textMessageEvent,,22321.324
2026-05-04T19:57:55.641Z,UCECkJHuKF7Sdcp9RjU47qIw,@decimusapostle,Supa better call him Papaduck from now on,neutral,supa better call,textMessageEvent,,22329.693
2026-05-04T19:57:56.106Z,UCRNoR89ydnEjI3DtTLUezwQ,@pepajust4099,@therosecats5298 its called meta its played across all leagues,neutral,therosecats5298 its called,textMessageEvent,,22330.161
2026-05-04T19:58:21.167Z,UCZC1b1s4EvtmPqxeZC_Ovfg,@kennethanthonyroquid,"if shft wins, I want rooster to be mvp ",neutral,if shft wins,textMessageEvent,,22354.957
2026-05-04T19:58:23.205Z,UCFrV1nwua_zG4kBhaqnlU2A,@MrTommyTwitch,fix your servers small indie company,neutral,fix your servers,textMessageEvent,,22357.252
