stream_id,timestamp,author_channel_id,display_name,message_text,message_sentiment,message_summary,message_type,super_chat_amount,video_offset_sec,duration_sec,relative_time,rel_time_pct,rel_bin_20,rel_bin_label
oxUSw1N9i3k,2026-05-04T15:33:04.757Z,UCYGDjcECxp7NAa-Qsq1g0UA,@CheesySanchez,"I mean, if EZ gets Vi ulted and kaisa ulted, he will die. But he’s generally safe….",neutral,i mean if,textMessageEvent,,6437.437,24477.876,0.2629900159638034,26.29900159638034,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:07.341Z,UCIWIi-5urOL2XqQUQRljh6w,@Byenthooven,God did ,neutral,god did,textMessageEvent,,6440.049,24477.876,0.26309672456874933,26.30967245687493,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:17.370Z,UC3yWrTwluQykhleGtmuImjg,@PhoenixStarrwind,,unclear,empty message,textMessageEvent,,6450.165,24477.876,0.2635099957202169,26.35099957202169,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:24.886Z,UCAAgn1-4KlF4Fo6rPKw6Amw,@KrazyCouch2,ooh,neutral,ooh,textMessageEvent,,6457.594,24477.876,0.263813494275402,26.3813494275402,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:45.227Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,1 item ad gap now,neutral,1 item ad,textMessageEvent,,6478.036,24477.876,0.26464861575407933,26.464861575407934,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:46.459Z,UC9BRAA5ut3HCBjaYbR9avMw,@dominggosnapitupulu579,crazy adc diff,neutral,crazy adc diff,textMessageEvent,,6479.241,24477.876,0.2646978438815525,26.469784388155247,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:54.522Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,Btw is ezreal in this position better than kaisa tho,neutral,btw is ezreal,textMessageEvent,,6487.289,24477.876,0.2650266305785682,26.502663057856818,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:54.969Z,UCaEjBdX2abkzt8zrVH2dwwQ,@Silahsor75,Just a good setup for dragon and EZ win for FNC,neutral,just a good,textMessageEvent,,6487.681,24477.876,0.2650426450399536,26.504264503995362,5,25-30%
oxUSw1N9i3k,2026-05-04T15:33:58.224Z,UCVwJ86nVeHMEXsaG-wC7RAw,@NightcorePiika,carzzy is scaling xD,neutral,carzzy is scaling,textMessageEvent,,6491.004,24477.876,0.2651784002827696,26.51784002827696,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:01.260Z,UCCzgcc2LdxePtc_7FDno7iA,@guilhermeazevedo8433,carzy gold 777,neutral,carzy gold 777,textMessageEvent,,6494.05,24477.876,0.26530283918424946,26.530283918424946,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:05.181Z,UCyhbnaNapUXw9xP-2TRlHDQ,@apostoloskatrantzis,upset should go zhonyas next,neutral,upset should go,textMessageEvent,,6497.928,24477.876,0.2654612679629556,26.54612679629556,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:05.192Z,UCShyXDgRPQ_kVimjcoDFrtA,@lunanacomet,"""let's dive the Ez with flash barrier and E ooo fantastic""",neutral,let's dive the,textMessageEvent,,6498.0,24477.876,0.26546420939463866,26.546420939463864,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:06.020Z,UCvXZ98S46AD3CPCaicEUjWg,@남이상민-h7c,Just AD gap,neutral,just ad gap,textMessageEvent,,6498.797,24477.876,0.2654967694092412,26.549676940924122,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:06.363Z,UCXH64Q6L7uOrLYKTZGxFogA,@ngokhaihd,"ad fnc so good, he hit skill almost entire fight",neutral,ad fnc so,textMessageEvent,,6499.162,24477.876,0.26551168083374554,26.551168083374556,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:17.114Z,UCy5IqwhwlCppVTQ4lQLvZig,@spyrosstath1655,upset 1v9 always,neutral,upset 1v9 always,textMessageEvent,,6509.87,24477.876,0.26594913709016255,26.594913709016254,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:30.433Z,UCXH64Q6L7uOrLYKTZGxFogA,@ngokhaihd,ad fnc 9/10,neutral,ad fnc 9,textMessageEvent,,6523.412,24477.876,0.26650237136588156,26.650237136588157,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:37.370Z,UCVwJ86nVeHMEXsaG-wC7RAw,@NightcorePiika,@dameonfulcher4661 i dont think so,neutral,dameonfulcher4661 i dont,textMessageEvent,,6530.061,24477.876,0.26677400441116705,26.677400441116706,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:39.085Z,UCAtS8llblpXk2vQHMNYL9eQ,@funkyjazzacid,that kaisa build same as my aram games,neutral,that kaisa build,textMessageEvent,,6531.771,24477.876,0.2668438634136393,26.68438634136393,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:47.806Z,UCGz0eEVKJ_CdJL_ceXVnVkg,@linkingirl17,lol,positive/humor,laughing reaction,textMessageEvent,,6540.513,24477.876,0.26720100224382215,26.720100224382215,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:50.584Z,UCkeg9v0lDB8KJ72-ye1I6gw,@lamsalab,MODS,high-energy,all caps reaction,textMessageEvent,,6543.394,24477.876,0.26731870036436167,26.731870036436167,5,25-30%
oxUSw1N9i3k,2026-05-04T15:34:56.040Z,UC3XsnTkZpgjjDHK_6jePHIg,@trantai3496,adc diff,neutral,adc diff,textMessageEvent,,6548.764,24477.876,0.26753808214405533,26.753808214405534,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:01.703Z,UCGYVfGuOHpzXINv91N-gSDg,@Sha0wMan1,@lamsalab YES ,neutral,lamsalab yes,textMessageEvent,,6554.436,24477.876,0.2677698015955306,26.77698015955306,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:05.324Z,UCYyjKkYKZ79b7FKXJiQViHQ,@VangoghAli,FNC ,neutral,fnc,textMessageEvent,,6558.142,24477.876,0.26792120362077165,26.792120362077164,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:05.519Z,UCYGDjcECxp7NAa-Qsq1g0UA,@CheesySanchez,"As long as Braum and Xin skirmish can make enough space and CC for Ezreal to free fire, FNC should win…. Their macro is a different story…",neutral,as long as,textMessageEvent,,6558.337,24477.876,0.2679291699982466,26.792916999824662,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:13.969Z,UCVwJ86nVeHMEXsaG-wC7RAw,@NightcorePiika,@funkyjazzacid so? lol,questioning,question,textMessageEvent,,6566.669,24477.876,0.2682695590091232,26.82695590091232,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:16.274Z,UCyhbnaNapUXw9xP-2TRlHDQ,@apostoloskatrantzis,30 for soul this is it,neutral,30 for soul,textMessageEvent,,6568.974,24477.876,0.2683637256761984,26.836372567619836,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:18.501Z,UCG7XqZKfqTkF2Ynkr9-iLOQ,@PG-vs9im,one tower pushed with baron buff damn,neutral,one tower pushed,textMessageEvent,,6571.279,24477.876,0.2684578923432736,26.84578923432736,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:26.083Z,UCkeg9v0lDB8KJ72-ye1I6gw,@lamsalab,vladi mom comment,neutral,vladi mom comment,textMessageEvent,,6578.948,24477.876,0.2687711956707355,26.87711956707355,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:29.003Z,UCo6hzkx8xaVT-Zv3w3eYg4g,@awesomeadi2,Glazing Upset is so pathetic,neutral,glazing upset is,textMessageEvent,,6581.731,24477.876,0.26888489017592865,26.888489017592864,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:39.116Z,UCfZWmALMNg91PUvLmLubM-A,@KDAevelyn,why irelia back in pro now?,questioning,question,textMessageEvent,,6591.877,24477.876,0.26929938692393085,26.929938692393087,5,25-30%
