timestamp,author_channel_id,display_name,message_text,message_type,super_chat_amount,video_offset_sec
2026-05-02T19:01:00.847Z,UCm63uGb14oN7lxGBFzxeemg,@stoolinxd6588,lider literally didnt do anything,textMessageEvent,,18914.915
2026-05-02T19:01:02.165Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Lider literally did nothing lmaoothere bruh,textMessageEvent,,18916.305
2026-05-02T19:01:05.904Z,UC0jXoW0AtRP3crDUsAtb_qw,@PanPalema,No one deserves to win this,textMessageEvent,,18920.02
2026-05-02T19:01:06.964Z,UCuIwkXxU8jfAfUnniZN-uWg,@wegbored,miky takes the first guaranteed kill lol,textMessageEvent,,18921.08
2026-05-02T19:01:09.867Z,UCWnsV61U59uKUHCfxmp7klg,@edy4938,FNC,textMessageEvent,,18923.917
2026-05-02T19:01:13.840Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,Remember to Follow LEC on X: https://x.com/LEC,textMessageEvent,,18927.941
2026-05-02T19:01:14.555Z,UCE9AbZ5xoolhu3C64Hr6vtg,@heposits,Skeanz 2026 highlight reel just doubled in length,textMessageEvent,,18928.622
2026-05-02T19:01:14.678Z,UCFTd-OE_jGkLgLLLd1X7LyQ,@Hajimi275,TF,textMessageEvent,,18928.806
2026-05-02T19:01:16.396Z,UCEzbXlkFucZpMiW_s67jPRw,@Invictus-Solaris,Wonder plays Mid champs better than Lider ,textMessageEvent,,18930.462
2026-05-02T19:01:17.954Z,UCNsBcs4L3w5Dz2IjEl3YfIQ,@DanielDurham121,wukong in 2026,textMessageEvent,,18932.0
2026-05-02T19:01:18.903Z,UCm63uGb14oN7lxGBFzxeemg,@stoolinxd6588,gotta be ragebait fr,textMessageEvent,,18932.978
2026-05-02T19:01:24.796Z,UCeZy6HtaeUndahWKJaCkwYA,@RadosN,we need aatrox vs Zaahen 1vs1,textMessageEvent,,18938.931
2026-05-02T19:01:30.615Z,UCJPsP97ym2XxRWh3WEvL7jA,@Ac1D_131,lol zaahen destroys wukong now in extended fight,textMessageEvent,,18944.694
2026-05-02T19:01:34.021Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"Racism, sexism, or discrimination of any kind will result in receiving a penalty. No political or religious topics. No advertisement, gambling or promotion of illegal acts. Please be kind to everyone.",textMessageEvent,,18948.158
2026-05-02T19:01:35.630Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Why Lider of all people tho?,textMessageEvent,,18949.764
2026-05-02T19:01:35.859Z,UCR-DA8Meri6Pi6kIDaHnMCQ,@javel1n2395,vitality on ewc threw 13k gold lead. whats gonna stop them here,textMessageEvent,,18949.901
2026-05-02T19:01:39.952Z,UC47dRh5L8NkuHXlpbVJZ4yg,@choweigarytsang1205,Lider did his job already by not feeding early so his teammate has a chance,textMessageEvent,,18954.013
2026-05-02T19:01:46.856Z,UCX-WLLNJY-3JuxmnKUSIOsw,@marcoosb537,"nice yawn btw, pretty smooth",textMessageEvent,,18960.919
2026-05-02T19:01:53.650Z,UCSvjQBDgYDB5TGVmCZObcwA,@nightbot,"We understand you want to cheer in your native language, however to make chat understandable for everyone, please, keep it in English. All non-English messages will be deleted. Thank you!",textMessageEvent,,18967.719
2026-05-02T19:01:56.762Z,UCjojd70_5XbXW9wcxHJ_q5w,@marekbrzuch1868,nah,textMessageEvent,,18970.828
2026-05-02T19:02:01.283Z,UCVafFZz3i7MqmkIHb12r68w,@sdfdsafsdafasd,LOOK AT LIDER'S EYES THE DETERMINATION THE FOCUS THE INTENSITY MY GOAT MVP,textMessageEvent,,18975.33
2026-05-02T19:02:02.311Z,UCjojd70_5XbXW9wcxHJ_q5w,@marekbrzuch1868,they don't have chance,textMessageEvent,,18976.219
2026-05-02T19:02:03.595Z,UCWnsV61U59uKUHCfxmp7klg,@edy4938,FNC END ???,textMessageEvent,,18977.508
2026-05-02T19:02:15.326Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,Seems Aatrox skirmishes through here,textMessageEvent,,18989.418
2026-05-02T19:02:16.100Z,UC_s9lihyhx_DNSJOGYwBmLQ,@samme-g8q,wunder will go to lck,textMessageEvent,,18990.162
2026-05-02T19:02:20.986Z,UCNsBcs4L3w5Dz2IjEl3YfIQ,@DanielDurham121,alright now the kitchen's on fire,textMessageEvent,,18995.067
2026-05-02T19:02:26.203Z,UCjojd70_5XbXW9wcxHJ_q5w,@marekbrzuch1868,lider the worst player in lec,textMessageEvent,,19000.294
2026-05-02T19:02:27.274Z,UCvSsnqNZEUqz9yRlD1gSkeA,@SLRJCIsMyRockSLRhabsrock,"Wunder is worth as much as a Cannon Minion. This game is over, it’s 4v5 ",textMessageEvent,,19001.392
2026-05-02T19:02:36.150Z,UCjojd70_5XbXW9wcxHJ_q5w,@marekbrzuch1868,haha ,textMessageEvent,,19010.204
2026-05-02T19:02:36.700Z,UCjojd70_5XbXW9wcxHJ_q5w,@marekbrzuch1868,true,textMessageEvent,,19010.757
2026-05-02T19:02:39.185Z,UCiKs8B4rsAFu9aDiS0H2CRw,@DungNguyen-dk4fm,Zahen so strong,textMessageEvent,,19013.327
2026-05-02T19:02:42.175Z,UCvSsnqNZEUqz9yRlD1gSkeA,@SLRJCIsMyRockSLRhabsrock,Wunder will go to tier 2,textMessageEvent,,19016.269
2026-05-02T19:02:47.184Z,UCcnW8ol_dJe5nV2ZB6JUGpw,@sensaiko,they are sleeping on How much dmg that lucian do,textMessageEvent,,19021.223
2026-05-02T19:02:47.252Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,Zaahen beat everyone 1v1,textMessageEvent,,19021.349
2026-05-02T19:02:49.310Z,UCCuPO-5e7Vd_HtmhY-XvW1w,@goldeer7129,"its percent then flat, making it stronger",textMessageEvent,,19023.343
2026-05-02T19:02:50.641Z,UCAAgn1-4KlF4Fo6rPKw6Amw,@KrazyCouch2,COME ON GUYS IT'S PERCENT PEN FIRST THEN FLAT PEN,textMessageEvent,,19024.67
2026-05-02T19:02:56.379Z,UCPBVhSTaXBCshmafBcdpQew,@ablebob,collapse,textMessageEvent,,19030.546
2026-05-02T19:03:02.508Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,I think this guy wants people to hate Lider thats why he's doing this because bro is just bringing him up for no reason atp,textMessageEvent,,19036.609
2026-05-02T19:03:08.378Z,UC6nOFobelMVcHrRkFMfW6Rg,@hflo.,WHY ARE YOU NOT WAYCHING FAZE CLAN,textMessageEvent,,19042.492
2026-05-02T19:03:14.488Z,UCtfYOoRXSdM4X_7lKZ0pzkw,@Pannister,？？？,textMessageEvent,,19048.614
2026-05-02T19:03:19.068Z,UCNsBcs4L3w5Dz2IjEl3YfIQ,@DanielDurham121,sk just ward and play waves ffs,textMessageEvent,,19053.112
2026-05-02T19:03:21.475Z,UCJPsP97ym2XxRWh3WEvL7jA,@Ac1D_131,force wunder tp,textMessageEvent,,19055.519
2026-05-02T19:03:21.608Z,UCYKnjuj2S9SDgjHugk3XzgQ,@mean7871,not fight with out aatox pls,textMessageEvent,,19055.717
2026-05-02T19:03:28.487Z,UChZdfUhRiiSxl-tHYh59N8w,@ゆい-z4u3t,？,textMessageEvent,,19062.597
2026-05-02T19:03:31.254Z,UCN-k1i0H5n7ZMSdBZlQH-Ng,@rankson1211,good np fight here,textMessageEvent,,19065.33
